FeatureCode,DateCode,Measurement,Units,Value,Sex,Age,SIMD quintiles,Urban Rural Classification,place_name
S92000003,2015-2017,95% Lower Confidence Limit,Years,62.52,Male,0,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,18.51,Male,50-54,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,26.33,Male,40-44,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.53,Male,35-39,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,39.04,Male,25-29,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,11.68,Male,60-64,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,34.72,Male,30-34,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,34.59,Female,30-34,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.17,Female,85-89,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,38.75,Female,25-29,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.18,Female,80-84,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.51,Female,90+,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,48.29,Male,15-19,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,43.59,Male,20-24,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,57.89,Male,5-9,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,61.75,Male,1-4,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,53.09,Male,10-14,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,27.66,Female,40-44,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,3.41,Male,80-84,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,31.7,Female,35-39,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,23.71,Female,45-49,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,7.24,Male,70-74,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,5.12,Male,75-79,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,2.18,Male,85-89,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,35.83,Female,30-34,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,48.72,Female,15-19,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,40.05,Female,25-29,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,19.92,Female,50-54,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,16.39,Female,55-59,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,44.32,Female,20-24,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,13.14,Female,60-64,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,10.06,Female,65-69,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,4.99,Female,75-79,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,1.25,Female,90+,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,1.97,Female,85-89,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,3.19,Female,80-84,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,53.18,Female,10-14,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,1.37,Male,90+,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,57.66,Female,5-9,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,61.9,Female,0,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,7.34,Female,70-74,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,61.21,Female,1-4,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,28.81,Female,40-44,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.41,Male,80-84,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,32.89,Female,35-39,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.83,Female,45-49,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.24,Male,70-74,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.16,Male,75-79,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.0,Male,85-89,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,37.08,Female,30-34,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,50.11,Female,15-19,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,41.35,Female,25-29,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,21.01,Female,50-54,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.46,Female,55-59,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,45.66,Female,20-24,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.19,Female,60-64,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,11.1,Female,65-69,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.06,Female,75-79,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,1.98,Female,90+,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.77,Female,85-89,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.2,Female,80-84,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,54.62,Female,10-14,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.13,Male,90+,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,59.15,Female,5-9,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,63.42,Female,0,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.38,Female,70-74,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,62.72,Female,1-4,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,19.54,Male,50-54,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,15.91,Male,55-59,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,49.48,Male,15-19,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,63.74,Male,0,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,12.66,Male,60-64,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,35.83,Male,30-34,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,23.33,Male,45-49,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,9.76,Male,65-69,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,64.2,Male,1-4,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,59.11,Male,5-9,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,60.33,Male,5-9,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,55.51,Male,10-14,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,62.98,Male,1-4,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,44.77,Male,20-24,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,54.3,Male,10-14,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,10.73,Male,65-69,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,13.64,Male,60-64,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,16.91,Male,55-59,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.38,Male,45-49,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,28.48,Male,40-44,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,32.73,Male,35-39,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,36.95,Male,30-34,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,41.34,Male,25-29,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,31.63,Male,35-39,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,45.95,Male,20-24,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,40.19,Male,25-29,All,Accessible small towns,Scotland
S92000003,2015-2017,Count,Years,27.41,Male,40-44,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,64.96,Male,0,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,20.57,Male,50-54,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,50.67,Male,15-19,All,Accessible small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,53.69,Male,10-14,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,58.63,Male,5-9,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,22.66,Male,45-49,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,26.7,Male,40-44,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.97,Male,90+,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,6.64,Male,70-74,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,43.99,Male,20-24,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,48.76,Male,15-19,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,60.14,Female,1-4,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,60.84,Female,0,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,32.3,Female,35-39,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,36.41,Female,30-34,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.75,Male,35-39,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,39.41,Male,25-29,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,52.91,Female,10-14,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,57.0,Female,5-9,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,5.23,Female,75-79,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,24.38,Female,45-49,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,13.78,Female,60-64,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,3.33,Female,80-84,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,20.58,Female,50-54,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,2.84,Male,80-84,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,28.31,Female,40-44,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,16.99,Female,55-59,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,62.99,Female,0,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,62.29,Female,1-4,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,59.07,Female,5-9,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,54.86,Female,10-14,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,10.57,Female,65-69,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,7.68,Female,70-74,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,37.92,Female,30-34,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,50.95,Female,10-14,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,54.93,Female,5-9,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,58.0,Female,1-4,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,58.7,Female,0,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,15.18,Male,55-59,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,1.25,Female,90+,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,9.13,Male,65-69,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,18.76,Male,50-54,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,11.96,Male,60-64,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,42.91,Female,20-24,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,63.44,Male,0,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,62.56,Male,1-4,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,30.89,Female,35-39,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,34.9,Female,30-34,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,38.98,Female,25-29,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,46.94,Female,15-19,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,19.84,Male,50-54,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,10.08,Male,65-69,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,2.36,Male,85-89,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,16.21,Male,55-59,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,40.53,Female,25-29,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,48.78,Female,15-19,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,12.94,Male,60-64,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,44.64,Female,20-24,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,35.01,Male,30-34,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,5.44,Male,75-79,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,2.01,Female,85-89,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.66,Male,85-89,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,7.6,Male,70-74,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,1.64,Male,90+,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,3.7,Male,80-84,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,3.06,Male,85-89,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.31,Male,90+,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,51.6,Male,15-19,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,17.23,Male,55-59,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.42,Male,75-79,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,0.5,Female,90+,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.56,Male,70-74,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.56,Male,80-84,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,56.55,Male,10-14,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,61.51,Male,5-9,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,24.91,Male,45-49,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,29.01,Male,40-44,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,64.0,Male,1-4,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,46.8,Male,20-24,All,Remote small towns,Scotland
S92000003,2015-2017,Count,Years,64.88,Male,0,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,8.77,Female,70-74,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,14.92,Female,60-64,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,29.64,Female,40-44,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,11.67,Female,65-69,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,6.34,Female,75-79,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,25.65,Female,45-49,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,4.35,Female,80-84,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,1.2,Female,85-89,All,Remote small towns,Scotland
S92000003,2015-2017,95% Lower Confidence Limit,Years,19.35,Female,50-54,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,2.83,Female,85-89,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,1.99,Female,90+,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,21.81,Female,50-54,All,Remote small towns,Scotland
S92000003,2015-2017,95% Upper Confidence Limit,Years,18.17,Female,55-59,All,Remote small towns,Scotland
